"Texto","Target"
" call sexist currently really use man figure lawnmower start fix drywall repair broken oven door handle last one fixed duct tape takers ","stereotyping-dominance"
" betraying sitting rc pope cf pope franci christmas message 2020 camel amp eye needle puritan protestants mayflower forebears guy charles ii amp louis xvi sure welcome there one ","non-sexist"
" fresh wax brows done feeling like brand new woman ","non-sexist"
" remember anti supporters male feminist allies turned sexual predators rapists pedophiles ","sexual-violence"
" glad stumbled across account especially shit year jed beautiful keep spreading love ","non-sexist"
" like just stacey abrams fat black woman mean actually progressive ","objectification"
" soulmate easily scammed trapped calculating woman 2 kids knew get pregnant big poppa years knew way trap ready walk secretly loathes ","non-sexist"
" know expect read minds pro women right body autonomy ","non-sexist"
" sorry know lot ppl say bully 1 epitome white feminism obviously inclusive 2 sued fans 3 shit ","ideological-inequality"
" imagine think racist boo people calling equality people wonder people get point ","non-sexist"
" freeze willythe lion king winterfrigid jones diary ","non-sexist"
" think look best blue oh yeah short skirt ","objectification"
" women complicated creatures times say hate sumn want sumn just see reaction thanks ridiculous hormones times exclude sex dear comes sex listen branded rapist ","stereotyping-dominance"
" men clearly delighted try conventionally feminine products lifestyle enjoy without slandering women done lack balls men like get love grow hair wear saree use make glitter posing pics ","non-sexist"
" man thinking woman normal mental issue expecting others call man dna says woman right people need help ","non-sexist"
" still treated like shit still woman children going missing every day amber alert never go native american person goes missing even get started rcmp police naps joke ","non-sexist"
" lol know either read books yes think hardcore feminism just interested will play ","non-sexist"
" going say pelosi schumer take single ridiculous pork stuffer one will blame trump threatening veto american tax dollars go americans pelosi schumer's whims ","non-sexist"
" coming party one trans streamer skimpy clothes short skirt looked skirt see still dick just giggled grabbed lamp looked like several big balls connected together ","sexual-violence"
" wtes scams norms adhered cause health damage especially women children elderly lie successfully pass profiteering environmental good reduce landfills know really called incinerators ","non-sexist"
" three different mentors amp two women saying say women great leaders ","non-sexist"
" men say shit like spend day without looking porn sex work real valid work just say rather women get exploited sex industry instead taking control content create ","sexual-violence"
" crew made beautiful video celebrate birthday amp means world honoured continue dad's legacy amp hope anything proud thank lovely birthday messages many adventures yet come ","non-sexist"
" man daigo really fucking sucks chairman lmaoi barely started yakuza 5 think single good thing done ","non-sexist"
" girl swear crying girl canceled hair appointment tomorrow appointment set week now ","non-sexist"
" idea anyone able convince trump keep secret still great knee slapper ","non-sexist"
" husband cook — ain't sense playing house man ain't locked ","stereotyping-dominance"
" should've prioritized fixing problem building image women premises take month long respond incident just unfair ","misogyny-non-sexual-violence"
" pressing butt daddy's dick talking mommy sucking tits distracting daddy touch kiddi cunt fuck butt ","sexual-violence"
" think getting hit weird combination seasonal affective disorder repressed grief ","non-sexist"
" slapper ","non-sexist"
" amazing creativity coaching session yesterday feel empowered insightful views forever grateful work well done katie woman crush week appreciate ","non-sexist"
" eight notes 1、 speak kindly 2、 fair trade 3、 borrow something return 4、 pay damage 5、 beat curse people 6、 damage crops 7、 molestation women 8、 abuse prisoners ","stereotyping-dominance"
" want spank woman yes daddy park talking kid ","stereotyping-dominance"
" convince wrong right saying free believe men born men men women born women women labeled transphobic feel way happened freedom speech ","non-sexist"
" congrats making prolific list long history making high level investments seed stage enterprises amp several successful exits earlier year named 100 influential women finance well done legend ","non-sexist"
" say still advocate believing women gonna pass one like tara reade ","ideological-inequality"
" 23 58 rockafeller skank von fatboy slim ","non-sexist"
" women leave broke guy without thinking twice will never leave abusive guy end day u paint us one paint hard leave abusive guy ","stereotyping-dominance"
" beginning call w sexual harassment sexualising sits right okay just chose turn harassment something laugh ","sexual-violence"
" sorry forget women polite submissive though right s ","non-sexist"
" ex really psycho just prey vulnerable women cause damage shitty person narcassist ","misogyny-non-sexual-violence"
" tigers 12if understand lies knows understand himif lied lie relatethey love funand acting sure good hobbybut women brave men good actorstiger bullshit deserve oscar ","non-sexist"
" think criminal man hit woman bt y'all play d bt talking abt card ever men ask treated sane humanely men prone abuse seen women abuse victims get justice sure seen single male ","ideological-inequality"
" really tempting take though frrr ","non-sexist"
" ever notice karens ugly fat white women republicans look like inbred ","stereotyping-dominance"
" stephen bear sitch vile men defending somehow finding way blame women exactly hate yous ","stereotyping-dominance"
" want know thought feelings important need words give massage life slave house husband cook anything want ","sexual-violence"
" gets nice view eye level helps tugging short skirt little ain't complaini doll grins ","non-sexist"
" lil baby obviously man many talents tbh need make onlyfans got 10 ","non-sexist"
" bongo abeg tell ladies go rep hot chicks party wear g string want pillow thing biaa ","objectification"
" skirt short im tempted change bc men ","objectification"
" think dumb blonde moment ","stereotyping-dominance"
" actual fuck studs coming today talking just men ","non-sexist"
" eminem said fuck looking hater sodomize like ass raper people still question pen ","non-sexist"
" haha women cum fucking losers ","sexual-violence"
" woman using mouth please man cash morally ok supporting know guys willing pay lot money mouth close ","sexual-violence"
" mom told chores bitch tasks ","stereotyping-dominance"
" say feel sorry dawn problems self inflicted slapper ","ideological-inequality"
" says u thing u choke dick u fat whore ","sexual-violence"
" know lot bitch niggas got guns niggas look like models wit guns run nigga wit gun bitch see nigga run ","non-sexist"
" frigid temperatures northeast give chills chess experience continues go example band amazing ","non-sexist"
" bank account driving licence anything mr owned state first name living man woman ","non-sexist"
" fabulous article ","non-sexist"
" hate women think relationship works happy may happy checked man lately ","stereotyping-dominance"
" homer driving drunk collided woman dancing ","non-sexist"
" exactly explained men many men life exactly described ","non-sexist"
" pulls victim card time horrible things justin like mf fanbase excuses snd hate reason demi ari weird sales inorganic songs boring af ","stereotyping-dominance"
" women's bible site sexodus men giving women gen ","non-sexist"
" annnndddd according level tits plumb ","objectification"
" u ugly af tho ain't nobody wanna hit disgusting ","misogyny-non-sexual-violence"
" fan part problem pos deserve fan base let alone pay check ","non-sexist"
" apparently really enjoyed listening kevin r free year narrated real life murderbot books loved favorites black nature convenience store woman future another timeline skin folk maus mathematics human flourishing ","non-sexist"
" one one ex muslims hi name poop bint sharmouta proud ex muslim wears tank top booty shorts home ever since left islam able attain 3 degrees longer oppressed great life whore bf ","non-sexist"
" decided just minute lucky writer's trophy wife bring far much education lots yarn spectacular real boobs ","stereotyping-dominance"
" attractive feels like crime ","non-sexist"
" realized much men make enjoy women like girls much prettier men like men gross women just pretty amazing like scene one man naked think tractive mean yes mine like men gross ","non-sexist"
" pretty wish young still wear red lipstick short skirt best wishes ","non-sexist"
" just love mansplainer gets mansplained mansplainer mansplaining already explained ","non-sexist"
" got pornhub ","non-sexist"
" people shade bp pull victim card blinks fire back ","non-sexist"
" predictable fat cats telling us diet sip champagne complain caviar ","non-sexist"
" feminism mental disorder ","ideological-inequality"
" like changes koeman firpo sharp lb shocked saw umtiti running like pregnant woman glad ter stegen got clean sheet saved lot chances bosquet also slow bring puig ","non-sexist"
" even look like cunt ","objectification"
" like way dads wife pokes fun child calls cave man saying ‘uh u literally still 1 get slapped bitch ","non-sexist"
" want huge long thick dick black man film taking first bbc want gangbanged whole block want 20 30 huge giant bbc men force take turns degrading humiliating want white holes takenand raped every sec everyday ","sexual-violence"
" trying ladies lady like politicians voicesand want hear roar uck'a times ","ideological-inequality"
" like manspreading much want somebody sit meaty thighs volunteer tribute thats case ","non-sexist"
" nope simply stated trans men existed made weird connection erasing women history know lmao wanna go back read thread go ahead strange even understand conversation ","non-sexist"
" attractive woman talk wrestling give hope fam ","stereotyping-dominance"
" kangana ranaut vs diljit dosanjh fight turns ugly calls karan johar's pet doghere punjabi singer actor diljit dosanjh got war words kangana twitter ","non-sexist"
" woman must bring empowered self just helpless say approached life harsh ","ideological-inequality"
" women will ___ women love ____ hardwired y'all women's brains sorry equal blame tweet mention men accountability cheating ","stereotyping-dominance"
" nsfw concept short dom getting strap ready just rubbing hole forcing whine force rips dare play say fucking slut relentlessly fucks ","sexual-violence"
" woman child dragged rope totally hate women like play helpless victim card woman medical doctor god's sake let man treat like years still go back ","ideological-inequality"
" nature reserve well community completely ignored man twitter shared weeks ago paving way multi billion pound orgs ","non-sexist"
" anthony davis cock block shot ","non-sexist"
" heightened tensions afraid say nycpd repressed abused lot peaceful protesters geez ","non-sexist"
" just want watch slag wars stepdad watching football highlights ","non-sexist"
" sometimes look like prostitute reactionbut look like prostitute ","objectification"
" students triam udom suksa took call dress causal girl white mask clothes gender based everyone right wear want boy will submit school authoritarianism ","ideological-inequality"
" pretend women get abortion victim women evil enough murder child evil beyond rehabilitation allowed civil society ","ideological-inequality"
" lol ex wife saying marriage wrong bitch one cheated got pregnant another man ","misogyny-non-sexual-violence"
" woman drivers automated messages say will receive information delivery slot driver scans package onto truck please enter century change ‘their truc ","stereotyping-dominance"
" 6 mother 44 year old woman hit killed drunk driver reagan dr tuesday speaking says driving privilege says man hit daughter changed family forever ","non-sexist"
" need save hoes tryna rape ","sexual-violence"
" screamingyou earlier eh drink maybe cey great choice boo drink fucking filthy slutbag ","misogyny-non-sexual-violence"
" thanks mansplaining soy boy ","non-sexist"
" naked knees giving head like fucking whore look like fucking slut sucking dick pierced nipples suck fucking cock slave shoot warm cum face hair throw bed fuck cunt ass hole ","sexual-violence"
" just trending anymore mean problem solved need keep fighting know y'all tired living like ","non-sexist"
" day argentine women win historic victory remember battle cry revolution without women wherever misogyny raises head however manifests stamp ","ideological-inequality"
" gonna just delete app now y'all weird rude say something rude face say look like hiding bitch ","non-sexist"
" bitches ","non-sexist"
" una sabi sabi much woman doctor means expected educated empowered y'all leave take decision knows good ","non-sexist"
" people really try convince women little ass go buy body like bih need fat ass get man never ","objectification"
" tease lil one biting lip stare cock growing hard long ","sexual-violence"
" games women will always people interested in solely sex alot developed ways tell person beforehand earn way woman will appreciate want woman cares looks ","objectification"
" silence ","non-sexist"
" easy see certain men land ideal woman women 0 self awareness getting chose streets shrugs ","misogyny-non-sexual-violence"
" leaving twitter made feelings clear fat useless cunt sycophants hope rot hell parents ashamed crap parenting made way moral values whatsoever fuck ","non-sexist"
" going call ageist sexist miserable pr ck ","non-sexist"
" yoshi san remember woman cutiespankee many years wanted spank paddle one favorites ","sexual-violence"
" pockets look like pregnant lady like ready poppp ","non-sexist"
" impossible austen enough money gold digger ","stereotyping-dominance"
" new want friendslet's mutuals like want see rant • poetry • non fics life politics evolution general history feminism lgbtq• sci fi need recs • classics• partial ya fantasy ","non-sexist"
" learn feminism racism transphobia 101 road understanding gender perspective someone want represented institutional power way behind education ","non-sexist"
" need know deserve this black woman person arguing giving white man never ok idc idc ","non-sexist"
" lol sijui date crazy woman one used spank mpaka najam ","non-sexist"
" post best slapper grab play app college coaches amp fans watch ball play featured coaches fans twitter ig tiktok hit link download sports thread ","non-sexist"
" must've repressed knowledge bruno black bc shocking ","non-sexist"
" agreed free pass come collect lucky woman ","objectification"
" lol easy also software one least sexist industry never witnessed front will call see ","ideological-inequality"
" ooohhh fuckin god bitches gay good good ","misogyny-non-sexual-violence"
" see dark skin women know sure realli makeup ","non-sexist"
" mom just aggravated tf outta dumb blonde oblivious act putting girl stoppit ","stereotyping-dominance"
" also missed conversation us like date masochistic men enjoy make fun lmao serious partner right now dates women mean ","non-sexist"
" gist spiel young men naseeha women dressed inappropriately people like naseeha quite clown say ","stereotyping-dominance"
" take note women put bios year social media tolerance also intolerant people deem opposition ideological ethos really across board like cult descended upon generation ","ideological-inequality"
" pray                    dirty house educated           hoe job                   gold digger clean pussy       stink pussy loyal                    5 kids faithful                cheater ","stereotyping-dominance"
" want prison ppl advocating dude's release admitted setting woman fire driving around trunk praying tried pawn wedding ring 18 free ","non-sexist"
" give us smile ","non-sexist"
" oh shut toxic ever grace stan twitter the name bants trying pull victim card makes look stupid ","non-sexist"
" hate hear learn cook husband seen happen females family like saying going worthy this reason need know cook learn cook ","stereotyping-dominance"
" many women girls play video games now games play girls guys sometimes think just girls looking attention make statements big deal just play enjoy game stop making men vs woman thing ","ideological-inequality"
" audacity pretend bullshit feminism ","ideological-inequality"
" nothing much whore ","misogyny-non-sexual-violence"
" lucas cute monster cock tease ","non-sexist"
" family activist loujain al hathloul condemns potential 20 year jail sentence ","ideological-inequality"
" watch 1 girl revolution's girl inside today watch har powerful short film ⁣⁣⁣ ⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣ ","non-sexist"
" remember anti supporters male feminist allies turned sexual predators rapists pedophiles ","ideological-inequality"
" karen said look like whore street corner aint said nothing ","objectification"
" yeah keep scribbling skank ","non-sexist"
" eww got mansplaining trumphumper ","non-sexist"
" oh arguments will racism particularly vile dumb blonde stereotype makes skin crawl probably stuck memory seen years decades ","stereotyping-dominance"
" bruh would've caught fat ass boot chest paris island thinking walk drill instructor thinking gonna move way ","non-sexist"
" lol won bro reusing quotes apps social media agree grow learn one thing expand knowledge another let influenced trends im empowering women just like men women misguided ","non-sexist"
" think deserve high value male riding cock carousel 20's nah want leftovers ","misogyny-non-sexual-violence"
" face pure look like prostitute ","objectification"
" neighbor work done condo whole damned building without water day international black women clean house day need house ","non-sexist"
" like 5 hours aoc little guardian cute also seem like cock block idk ","non-sexist"
" just feels good see maturity respect coming white house couple loves eachother oppose seeing gold digger first lady americans wait january 20 2021 joe finally brings long overdue leadership usa ","stereotyping-dominance"
" call sexist want care personally want worrying whether president period negotiating terrorists blow us pieces just ","stereotyping-dominance"
" that'll happen ride cock carousel ","sexual-violence"
" hope hell lot republicans kentucky hurting right now called karma ever single one voted mitch deserve exactly getting ","non-sexist"
" mikasa hot every straight male says otherwise weak like literally handle woman big flashy tits high pitched voice find hilarious ","non-sexist"
" really frightening rekt globalists rekt misandry ","ideological-inequality"
" yes discussion always process communicate identical ways crossed signals abound actually recognize feminism's complaints workplace flatly refuse recognize men similar issues ","ideological-inequality"
" women riding cock carousel baaaad men one cocks baaaad ","sexual-violence"
" look like prostitute whore nancy ","objectification"
" good eps deserve lose ","non-sexist"
" hoping gonna crave planning watch ww84 binge lovecraft amp raisedbywolves holidays now like fuck noise go spend money elsewhere feel like someone trying forcibly sodomize ","non-sexist"
" one put personal info katey share first talk integrity wtf say someone defends woman habitual drunk driver bragged driving home drunk passed yard yeah keep defending ","non-sexist"
" fuck mary u arl slag u will snuff next week anyway ","misogyny-non-sexual-violence"
" hate feminazi sjw ","ideological-inequality"
" psa slutbag ","misogyny-non-sexual-violence"
" woah almonds tits gimme sec ","objectification"
" woman class charlatan mixing god politics financial gain give woman fool need head checked wake people support president wants assault women grab pussies real demon ","stereotyping-dominance"
" make offended liking actor just block like pussy run back fans account absolute fucking cuck pleb simp male feminazi soy boy loser fuck block sissy ","misogyny-non-sexual-violence"
" mhm knew feel let one puritan types bully another kid con something just see adults ","non-sexist"
" news channel followed immediately big block cock ","non-sexist"
" klarna 4 installmentlaybuy free shipping com ","non-sexist"
" 100 right love rj amp tlj right love feel like u call bad fan thinking movie horrible also calling someone sexist liking holdo character okay ","non-sexist"
" grimes weird ass man still making sense ","non-sexist"
" xmas video calls two continents stepsister pregnant sisters start popping will insufferable ","non-sexist"
" imagining punching someone wearing mask spank young women following rules ","sexual-violence"
" clear class differences workers peasants remain speak equality admit equality workers peasants leninwhat hell peasants just temporarily embarrassed capitalists guy ","non-sexist"
" new york's governor cuomo fire aid comes accuses sexually harassing years ","sexual-violence"
" one og reply guys ","non-sexist"
" 129 gay see mads father figure let man everything anything good lord ","non-sexist"
" loooolsnowflake menchods bsdk ye log hi chalaate hain ","non-sexist"
" pic child celebration 1k thank u much look ugly ignore ","non-sexist"
" diss dumb blonde quote ","stereotyping-dominance"
" wants fuck ","sexual-violence"
" hate women taught constant competition one another ","non-sexist"
" thankyou ","non-sexist"
" needs women sissies never say always ready go matter thing want us sissies slap us spank us torture us use us cumdumps tie us anything want love know matter ","misogyny-non-sexual-violence"
" another one forgot whinging amp whining back march cause united 10th sudden carry football fuck lives wanted protecting 9 months back fuck goldbridge u embarrassing cunt ","non-sexist"
" leave husband refuses go gop parent's house knows anti mask siblings like flies shit sister amp husband tested positive immune wear face mask fuck gop farm etate make big pay day ","non-sexist"
" live penis based society never forget ","stereotyping-dominance"
" life just family every time relationship anybody dan dalesanndro makes sure tell family secrets confused republicans women hate like war ","misogyny-non-sexual-violence"
" days confirmation hearing none ","non-sexist"
" oh wonderful kay gonna woman's lap lot life either getting spank kissed ","sexual-violence"
" simply talking phrase talking goal left decide defund police actually means point crow day blame left needs one message stick ","non-sexist"
" women r built different kill kids ","non-sexist"
" obvious females hate male spaces now trying bests invade space ","ideological-inequality"
" whenever think temptation notice unfair portion blame seducer usually depicted women seducist say ignore ","misogyny-non-sexual-violence"
" time need man man buy deserve ","non-sexist"
" cigarettes will feminine women laughing like seth rogan ","stereotyping-dominance"
" thinki god gift womenremember used must crazy thenremember used tolove leave themoh used douse abuse whoathen laid eyes youit pain pleasure ","objectification"
" mcconnell act rejected stop letting nancy sodomize strap leading ","sexual-violence"
" genuinely appreciate hearing new challenging material rather tired predictable 3 trick pony offerings limited vaginas former partners misandry ","ideological-inequality"
" know said spank kidsbut ever find black ass son black ass mom dad al gore's internet talking shit black women beating ass ","non-sexist"
" way men feel comfortable patronizing women degree ","non-sexist"
" funky whore ","misogyny-non-sexual-violence"
" one hoes ready grown ass woman stay around ","non-sexist"
" irony middle aged white man complaining middle aged white men forcing women's spaces abusing women 1st mawm years lost women fighting trenches feminism women sin è ","ideological-inequality"
" take cock deep throat dumb sow bury nose forest pubes place nothing just fuck sleeve punching bag cock better covered bile done cunt ","sexual-violence"
" looks like came trying get pregnant stunning woman tho ","objectification"
" whistleblowers framed still circled earlier stage person making pd vilified often ","non-sexist"
" yes reply anything amp call fucking slag amp laugh feeling fragile say today know meant malice dude literally never heard ","non-sexist"
" like see pwds empowered know claim spaces able speak generally like see violence free society everyone ","non-sexist"
" hey make vip servers wonder woman event free impossible get coins bunch people ","non-sexist"
" liar sexist feminists misandry far worst misoginy nowadays women celebrated overrated even deserve many deserve just scorn shame ","ideological-inequality"
" just feel men learned launder misogyny critiques liberal feminism non liberal obvious strongest vitriol reserved ","ideological-inequality"
" poor dr zuess doctor dear ben states know squat ","non-sexist"
" make people's sex identity 4 population sociopaths sex even female using sex argument anything sexist like feminism bigot ","ideological-inequality"
" white people tear beyonce becos handle black woman hyped instead hyping uplifting fellow black woman nigerians look opportunity tear beyonce black just uplift mediocre white singers hate country ","non-sexist"
" ostensibly teach instead teaches cuckoldry step fatherhood glorification mother female worship male acquiescence female demands feminism effeminate male sacrifice ungrateful unworthy wives sacrifice bad marriages ","ideological-inequality"
" congrats john beautiful book ","non-sexist"
" happens take symbolism victory literally will ever offer like battleground feminism uplifts exactly zero women people will get defending bc wrestling villain said troll shit ","ideological-inequality"
" spent mom 7 sisters discovered something spending time today reason instantly turned nagging women remind sisters ","stereotyping-dominance"
" massachusetts blue laws package stores archaic puritan hell lol found another place wine though ","non-sexist"
" gold digger got married green card lied college degree posed nude multiple times melania trump people easy horrible lying woman ","stereotyping-dominance"
" met og today said way understand chick coming woman honestly thats free game dudes cause tell selfies post wear type cologne etc etc worked ","stereotyping-dominance"
" know bisexual comes women black women just hit different girlies aint like ","objectification"
" defend putting aluminum body period want unborn baby filled aluminum vaccines never proven safe pregnant women ","non-sexist"
" women know add value like cars value depreciate spank ","objectification"
" pardon mean sodomize answer clearly eric ","non-sexist"
" iso girl will sodomize kitchen knife middle night ","non-sexist"
" 1 tell over2 crush3 fell love devil4 head water5 love insane6 goddess 7 me8 birdie9 warrior10 bigger wow11 souvernir12 dumb blonde ","stereotyping-dominance"
" well shame ‘cause betti fat fucki stick right slapped rod skadi's face turgid rod fuckmeat bouncing cheeks open wide slut queen knight ","sexual-violence"
" hence fan work line fact lot stuff noncon rape torture stockholm shit shaming anyone publicly anyway ","non-sexist"
" trophy wife availablein ready ship section ","objectification"
" someone needs give kirsty wark lessons dressing today looked like refugee quaker family usually looks like bag lady ","objectification"
" fat ugly ass bitch ","misogyny-non-sexual-violence"
" understanding gender equality foreign policy growing body research definitively establishes link gender equality global prosperity security closing gender gap workforce participation add much 28 trillio ","ideological-inequality"
" tweet feminist account saying ‘if man reply challeng took 4 minutes man reply affronted ‘stop misandr account quote tweeting challenging women respond hour amp still ignored ","ideological-inequality"
" kro beautiful ","non-sexist"
" bullshit rich trophy wife fighting money friends ","objectification"
" trump supporters dumb lol still thinking going win wait reality sets in heads explode ","non-sexist"
" called frigid xmas day imagine ","objectification"
" spank prank 2016 see woman tricked spanked now ","sexual-violence"
" 6ou may find hard believe amp accept intend offensive amp insulting left livid rage pardon just give damn sister like said bitch right amp look whose talking ","misogyny-non-sexual-violence"
" pandemic going full slutbag shame ","non-sexist"
" like platforms poster questioned left agenda posted facts truth clear violation 1st amendment claim harmful false ","non-sexist"
" huge blow ego even conceptualise like sort relationship woman yes kick spike verbally abuse yes domestic violence umm ","non-sexist"
" bitch pull yo block mothafuckin glock bitch got bullet go right thru yo cock bitch fuckin hoes just kiddin fuck boys bitch got hella dildoes niggas got toys ridin dick everyday daily ","misogyny-non-sexual-violence"
" expect niggas know women woman ","non-sexist"
" idea something telling free woman ","non-sexist"
" louis long hair just beautiful never take content granted ","non-sexist"
" see people mad you look like prostitute neck thrice divored alcoholic trucker buys services neck brown fruit ","misogyny-non-sexual-violence"
" originally followed bunch feminist pages fb importance feminism unexpected benefit watching scores women team clown terfs every time open mouths better cable ","ideological-inequality"
" bitchy thai ladyboy gets ass mouth gangbanged rough ","sexual-violence"
" lot women toxic trait 2 like bitch u know u love ","misogyny-non-sexual-violence"
" oh look someone calling people sexist stop presses check privilege lolthis pr stunt nothing female nothing cuck go ahead call names… ","ideological-inequality"
" lot despise misogyny preach misandry everyday ","ideological-inequality"
" root cause imbalance harmful gender norms unequal power dynamics girls boys well men women education creating awareness women work men transform harmful gender norms root gbv promote gender equality ","non-sexist"
" boxing aficionado disrespectful sport man taking sport joke fighting youtube turned wannabe boxer smhpeople buying exhibition matches nowadays fav youtuber rather buying actual good boxing matches ","non-sexist"
" lmao blocked ","non-sexist"
" shocked views far endorsing patriarchy right sack mr nolan men way superior women sort views encourage discrimination trying stay away ","stereotyping-dominance"
" care really boy call girl anyway loves much also spank daily punishment trans lock chastity diapers assault women ","misogyny-non-sexual-violence"
" im making canon characters poc woman made poc even icon extremely deceptive using trend among poc artists market work white person fucking disgusting cringed reading ","non-sexist"
" brutal truth f feminazi ","ideological-inequality"
" kiss u deeply press tits urs ","non-sexist"
" trophy wife mopped floor everyone ","stereotyping-dominance"
" man driving car hits woman whose fault man's driving kitchen ","stereotyping-dominance"
" inexperienced schoolgirl turns sugar daddy hunting slut two years yuyakebox ","sexual-violence"
" true time u never honest ur intentions means u just wasted ur money drinks hence guys never honest intentions always end fighting women ","non-sexist"
" consider long term implications extended reach permanence publication ","non-sexist"
" nahdontcha create nothing ugly morezfmaba ","non-sexist"
" bitch ","misogyny-non-sexual-violence"
" feminism based misandry lol ","ideological-inequality"
" sexist males rape women even possibility 3 11 years 11 years ","misogyny-non-sexual-violence"
" might see told turns ramsey co library rush revere titles neither 2 non fiction books al franken's book rush odd feminazi ex sister law gave books christmas one yr ","ideological-inequality"
" awwww good man ","ideological-inequality"
" tim schafer angry time gaming culture came blocking 11 000 people twitter … luckily people got busy moving go run united states government ","non-sexist"
" wife code 001 cook husband otherwise husband might get another wife ","stereotyping-dominance"
" plaque alright wife real trophy ","objectification"
" book woke digital challenges social injustice ht ","non-sexist"
" lol women want stuff together approach completely understand blame also know type guy right now problem missing blessing lol ","non-sexist"
" worst like ard fucking another bitch cheating amp taking dick see nah just disrespectful ","sexual-violence"
" bringing logic fullest extent one asks indication gamete production calling barista either biological sex say actually use distinction delineate men women sports ","non-sexist"
" bitch shame women feel sorry mom ","misogyny-non-sexual-violence"
" treat like prostitute unless giving money makin sure look cute ","non-sexist"
" mean looks like fun except sexual harassment tho ","sexual-violence"
" watching blood zeus zeus slutbag whore gremlin ","non-sexist"
" wife cook problem cook marriage restaurantif husband give money problem marriage bank…work earn ","non-sexist"
" online just go pick em ","non-sexist"
" due girl excited birthday feel like brand new woman ","non-sexist"
" dont eva message u fckn little slag ","misogyny-non-sexual-violence"
" beautiful ","non-sexist"
" sugar tits ","objectification"
" enough already know twitch protecting lonesome troglodyte coomers consistently get called simp habitually spend money e thots money anyone feminazi knows already ","ideological-inequality"
" slovenian slutbag stayed w russian red color ","non-sexist"
" slapper hard ","non-sexist"
" women taught self defense class never let abductor get vehicle fight like hell want survive watch video unidentified militia grab woman amp throw panel van deliberately terrorizing citizens horrific abuse power ","non-sexist"
" wish little spoon cool buff chick nikaido absolutely frigid room ","sexual-violence"
" many grown men bird app think rape jokes funny stroke someone said type shit girlfriend sister mum woman value life appreciate acceptable ","sexual-violence"
" divine ingabire wins first human rights tulip rwanda initiative matter provides free sanitary pads school girls means end period poverty ","non-sexist"
" ultrasounds tomorrow see fuck going ovary since one removed 2020 just keeps getting better better sorry anyone wanted see babies look like ","non-sexist"
" sad ass mf go get bitches ","objectification"
" fuck uou rat bitch hope harry snag süd ur face pavement slutbag fuckhead snake ","misogyny-non-sexual-violence"
" women's wing lead something absolutely amazing today ","non-sexist"
" participate find entertaining imagine people apart phones moment case paul maurice calls looking advice know happy pallister everyone will stop bitching 5 min bitch jets ","non-sexist"
" really want responsibility raising children just aware pat skank whore female best friend best woman wedding happy help psychologically torturing let force ","stereotyping-dominance"
" terfs literally like yeah support feminism gets way bigoted trans people mocks victims sexual assault harasses women meeting patriarchal beauty standards gender norms ","ideological-inequality"
" 6th grade yard duty told looked like skank cause skirt 3 inches knee instead 2 ","objectification"
" got nw con 20feb 2020 amp aftr 3days conn stpd wrkng4r sm unknwn reason d l lis also nt activated till yetchasingd team provides help till nw regret taking c01914000796 ","non-sexist"
" enough history lesson boomers• established earth day•fought women's reproductive rights•fought civil rights act•got us namwithout boomers leading way road map ","non-sexist"
" fucking car fucking car american muscle bitches ","non-sexist"
" free click ","non-sexist"
" men tho ","non-sexist"
" fact always look better bitch like funny asf pressed making insecure time ","non-sexist"
" 3 places rojava safe young teenagers especially girls kidnapped jihadis compelled marriages families offer refuge protection vulnerable girl young join young marry 3 ","objectification"
" petition revoke bitch's birthday ","non-sexist"
" tw suicide mentionto people say things like kill men fuck suicide rate men 3 4 times higher women people like invalidate feelings tell matter listen problems stop invalidating ","ideological-inequality"
" women trying explain years years years please man want understand women hate term men man looking great explanation women weary men watch ","ideological-inequality"
" grow arrogant feminism apologist learn history patriot lead campaign diversity based infiltration since insinuate women secure west well men ","ideological-inequality"
" coming individual voted biden prolific rider cock carousel career advancement pathetic best feel sorry must struggle every day know celebrate least trump right ","non-sexist"
" perhaps time follow new goddesses tape nuts back put heels look just lil bit like whining bitch ","objectification"
" look like nigga got every right hit bitch will shoot kneecaps ","non-sexist"
" guys u tell two fat cunts playing squash little one jake perkins u tell give fuck sport wants food fat cunt dad behind juambaynigger perkfils ","objectification"
" dit rien steup ","non-sexist"
" highest primary obligation ethical journalism serve public ","non-sexist"
" take look bitch imagine go tried beat someone like death ","non-sexist"
" look great becca ugly ","non-sexist"
" today man butted positive discussion women re 100 female appointments saying ok amp wrong question clear mr need correct us tell us think ","ideological-inequality"
" help repressed ","non-sexist"
" funny enough irl bitch actually 5'9 last time saw 5'8 ","misogyny-non-sexual-violence"
" amp pakistan men dress little boys like girls sodomize think normal need horrible backwards cultures amp stop bringing need shitty customs america first ","sexual-violence"
" respect senseless ladies bitter lady want wreck someone's home make one hit ur p oh ","non-sexist"
" just want live lives fun tell families people died covid dumb bitches tell ","non-sexist"
" look way looks like every movie ever seen prostitute pretending agree secretly something dastardly ","stereotyping-dominance"
" pal mine growing saw mam coming downstairs ready go evening exclaimed oh mam look like prostitute swears thought meant pretty ","objectification"
" wanting considered gold digger said donate money 2 charities however wanted money cars home among things tried blackmail get clearer words abusive jd ","stereotyping-dominance"
" girl got beautiful ","non-sexist"
" outrageous reminder regime terrified feminism equates terrorism jailed saudi activist loujain al hathloul accused passing classified information ","ideological-inequality"
